content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
goblookkk error terus... aplikasi gk becus,1,0,1.5,2022-12-03 16:09:16,"Halo kak Axel Morrison terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-31 14:12:01,"['goblookkk', 'error', 'terus', '...', 'aplikasi', 'gk', 'becus']","['goblookkk', 'error', '...', 'aplikasi', 'becus']","['goblookkk', 'error', '', 'aplikasi', 'becus']",goblookkk error  aplikasi becus
bagus tapi kebanyakan app. kenapa ga jadi 1 aja,5,0,1.5,2022-12-01 11:45:45,,,"['bagus', 'tapi', 'kebanyakan', 'app', '.', 'kenapa', 'ga', 'jadi', '1', 'aja']","['bagus', 'kebanyakan', 'app']","['bagus', 'banyak', 'app']",bagus banyak app
"bisa gak sih, kalau udh punya kebijakan yang bagus itu gak usah diacak-acak lagi sama yang aneh-aneh kyk gak bisa bayar pake bank anu lah, harus tap setelah turunlah. bikin repot tau.",1,3,1.5,2022-11-29 00:10:58,"Halo Kak Muhammad Farhan Akbar, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-02-28 14:52:30,"['bisa', 'gak', 'sih', ',', 'kalau', 'udh', 'punya', 'kebijakan', 'yang', 'bagus', 'itu', 'gak', 'usah', 'diacak-acak', 'lagi', 'sama', 'yang', 'aneh-aneh', 'kyk', 'gak', 'bisa', 'bayar', 'pake', 'bank', 'anu', 'lah', ',', 'harus', 'tap', 'setelah', 'turunlah', '.', 'bikin', 'repot', 'tau', '.']","['kebijakan', 'bagus', 'diacak-acak', 'aneh-aneh', 'kyk', 'bayar', 'pake', 'bank', 'anu', 'tap', 'turunlah', 'bikin', 'repot', 'tau']","['bijak', 'bagus', 'acak', 'aneh', 'kyk', 'bayar', 'pake', 'bank', 'anu', 'tap', 'turun', 'bikin', 'repot', 'tau']",bijak bagus acak aneh kyk bayar pake bank anu tap turun bikin repot tau
server selalu error,1,0,,2022-11-28 06:32:09,"Halo kak Slamet Riyadi terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-31 14:15:04,"['server', 'selalu', 'error']","['server', 'error']","['server', 'error']",server error
titik dimana halte yg ke track dimana,1,0,1.5,2022-11-27 03:13:03,"Halo kak Ryan Handani terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-04 14:10:08,"['titik', 'dimana', 'halte', 'yg', 'ke', 'track', 'dimana']","['titik', 'dimana', 'halte', 'track', 'dimana']","['titik', 'mana', 'halte', 'track', 'mana']",titik mana halte track mana
"aplikasi bapuk , karyawan busway di bundaran hi pagi ini bukannya bantu malah ngobrol asik sendiri saat sedang buru2 tidak bs membantu, pake wifi malah makin bapuk sangat sangat buruk,",1,1,1.5,2022-11-24 00:31:52,"Halo kak Susanti Agustina terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-17 15:08:06,"['aplikasi', 'bapuk', ',', 'karyawan', 'busway', 'di', 'bundaran', 'hi', 'pagi', 'ini', 'bukannya', 'bantu', 'malah', 'ngobrol', 'asik', 'sendiri', 'saat', 'sedang', 'buru2', 'tidak', 'bs', 'membantu', ',', 'pake', 'wifi', 'malah', 'makin', 'bapuk', 'sangat', 'sangat', 'buruk', ',']","['aplikasi', 'bapuk', 'karyawan', 'busway', 'bundaran', 'hi', 'pagi', 'bantu', 'ngobrol', 'asik', 'buru2', 'bs', 'membantu', 'pake', 'wifi', 'bapuk', 'buruk']","['aplikasi', 'bapuk', 'karyawan', 'busway', 'bundar', 'hi', 'pagi', 'bantu', 'ngobrol', 'asik', 'buru2', 'bs', 'bantu', 'pake', 'wifi', 'bapuk', 'buruk']",aplikasi bapuk karyawan busway bundar hi pagi bantu ngobrol asik buru2 bs bantu pake wifi bapuk buruk
"sistem tap in dan tap out sarat akan korupsi. mau refund saja susahnya minta ampun. dari awal sistem ini dijalankan saya sudah menduga pasti ada celah dari sistem ini. sebenernya bisa diminimalkan bila sistem di mesin tap on bus itu terkoneksi dengan mesin di halte. ini kenyataannya, kalau naik dari brt dan turun nonbrt, pasti kartu terblokir rata2 (entah saat di nonbrt atau keesokannya). bgtu juga sebaliknya. memang motto ""kalau ada yg susah ngapain dibuat gmpng"" itu benar",1,3,1.5,2022-11-23 13:39:13,"Halo kak Maximilianus Felix, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuannya menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440",2024-02-28 14:48:01,"['sistem', 'tap', 'in', 'dan', 'tap', 'out', 'sarat', 'akan', 'korupsi', '.', 'mau', 'refund', 'saja', 'susahnya', 'minta', 'ampun', '.', 'dari', 'awal', 'sistem', 'ini', 'dijalankan', 'saya', 'sudah', 'menduga', 'pasti', 'ada', 'celah', 'dari', 'sistem', 'ini', '.', 'sebenernya', 'bisa', 'diminimalkan', 'bila', 'sistem', 'di', 'mesin', 'tap', 'on', 'bus', 'itu', 'terkoneksi', 'dengan', 'mesin', 'di', 'halte', '.', 'ini', 'kenyataannya', ',', 'kalau', 'naik', 'dari', 'brt', 'dan', 'turun', 'nonbrt', ',', 'pasti', 'kartu', 'terblokir', 'rata2', '(', 'entah', 'saat', 'di', 'nonbrt', 'atau', 'keesokannya', ')', '.', 'bgtu', 'juga', 'sebaliknya', '.', 'memang', 'motto', '``', 'kalau', 'ada', 'yg', 'susah', 'ngapain', 'dibuat', 'gmpng', ""''"", 'itu', 'benar']","['sistem', 'tap', 'tap', 'out', 'sarat', 'korupsi', 'refund', 'susahnya', 'ampun', 'sistem', 'dijalankan', 'menduga', 'celah', 'sistem', 'sebenernya', 'diminimalkan', 'sistem', 'mesin', 'tap', 'on', 'bus', 'terkoneksi', 'mesin', 'halte', 'kenyataannya', 'brt', 'turun', 'nonbrt', 'kartu', 'terblokir', 'rata2', '(', 'nonbrt', 'keesokannya', ')', 'bgtu', 'motto', '``', 'susah', 'ngapain', 'gmpng', ""''""]","['sistem', 'tap', 'tap', 'out', 'sarat', 'korupsi', 'refund', 'susah', 'ampun', 'sistem', 'jalan', 'duga', 'celah', 'sistem', 'sebenernya', 'minimal', 'sistem', 'mesin', 'tap', 'on', 'bus', 'koneksi', 'mesin', 'halte', 'nyata', 'brt', 'turun', 'nonbrt', 'kartu', 'blokir', 'rata2', '', 'nonbrt', 'esok', '', 'bgtu', 'motto', '', 'susah', 'ngapain', 'gmpng', '']",sistem tap tap out sarat korupsi refund susah ampun sistem jalan duga celah sistem sebenernya minimal sistem mesin tap on bus koneksi mesin halte nyata brt turun nonbrt kartu blokir rata2  nonbrt esok  bgtu motto  susah ngapain gmpng 
harus belajar lagi bikin aplikasi,1,0,1.5,2022-11-20 00:25:43,"Halo kak rid one terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-04 14:11:03,"['harus', 'belajar', 'lagi', 'bikin', 'aplikasi']","['belajar', 'bikin', 'aplikasi']","['ajar', 'bikin', 'aplikasi']",ajar bikin aplikasi
semakin kesini pelayanan buruk... kepotong 2 kali sampe udah lewat bulan,1,0,1.5,2022-11-17 01:15:17,"Halo kak Najmal Chayya terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-07 14:43:21,"['semakin', 'kesini', 'pelayanan', 'buruk', '...', 'kepotong', '2', 'kali', 'sampe', 'udah', 'lewat', 'bulan']","['kesini', 'pelayanan', 'buruk', '...', 'kepotong', 'kali']","['kesini', 'layan', 'buruk', '', 'potong', 'kali']",kesini layan buruk  potong kali
bapuk,1,0,,2022-11-14 09:55:37,"Halo kak Ale Awan terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-07 14:47:12,['bapuk'],['bapuk'],['bapuk'],bapuk
"aplikasi belum terintegrasi dengan baik, proses refund tidak dilakukan, loading lama",1,0,,2022-11-13 16:04:08,"Halo kak Wandha Indah terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-17 15:10:54,"['aplikasi', 'belum', 'terintegrasi', 'dengan', 'baik', ',', 'proses', 'refund', 'tidak', 'dilakukan', ',', 'loading', 'lama']","['aplikasi', 'terintegrasi', 'proses', 'refund', 'loading']","['aplikasi', 'integrasi', 'proses', 'refund', 'loading']",aplikasi integrasi proses refund loading
"revisi nya lama!! jalur, top up, semua ga bisa",1,0,,2022-11-13 10:52:03,"Halo kak eka kun terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-07 14:50:18,"['revisi', 'nya', 'lama', '!', '!', 'jalur', ',', 'top', 'up', ',', 'semua', 'ga', 'bisa']","['revisi', '!', '!', 'jalur', 'top', 'up']","['revisi', '', '', 'jalur', 'top', 'up']",revisi   jalur top up
aplikasi itu dibuat simple user friendly. ini nyari rute lokasi tidak ditemukan.hadeehh,1,0,1.5,2022-11-10 14:58:23,"Halo kak iyan terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-17 15:09:01,"['aplikasi', 'itu', 'dibuat', 'simple', 'user', 'friendly', '.', 'ini', 'nyari', 'rute', 'lokasi', 'tidak', 'ditemukan.hadeehh']","['aplikasi', 'simple', 'user', 'friendly', 'nyari', 'rute', 'lokasi', 'ditemukan.hadeehh']","['aplikasi', 'simple', 'user', 'friendly', 'nyari', 'rute', 'lokasi', 'temu hadeehh']",aplikasi simple user friendly nyari rute lokasi temu hadeehh
"aplikasinya masih harus ditingkatkan. tapi kualitas supir angkot yg lebih harus diperbaiki, karena banyak diantara mereka yang otaknya masih perlu diasah agar mengerti batas kecepatan normal juga norma ketika membawa dan menurunkan penumpang dengan baik.",1,15,1.5,2022-11-10 06:11:55,"Halo kak Syarifah Halimah, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada : WhatsApp : 081260001440",2024-02-20 14:45:43,"['aplikasinya', 'masih', 'harus', 'ditingkatkan', '.', 'tapi', 'kualitas', 'supir', 'angkot', 'yg', 'lebih', 'harus', 'diperbaiki', ',', 'karena', 'banyak', 'diantara', 'mereka', 'yang', 'otaknya', 'masih', 'perlu', 'diasah', 'agar', 'mengerti', 'batas', 'kecepatan', 'normal', 'juga', 'norma', 'ketika', 'membawa', 'dan', 'menurunkan', 'penumpang', 'dengan', 'baik', '.']","['aplikasinya', 'ditingkatkan', 'kualitas', 'supir', 'angkot', 'diperbaiki', 'otaknya', 'diasah', 'mengerti', 'batas', 'kecepatan', 'normal', 'norma', 'membawa', 'menurunkan', 'penumpang']","['aplikasi', 'tingkat', 'kualitas', 'supir', 'angkot', 'baik', 'otak', 'asah', 'erti', 'batas', 'cepat', 'normal', 'norma', 'bawa', 'turun', 'tumpang']",aplikasi tingkat kualitas supir angkot baik otak asah erti batas cepat normal norma bawa turun tumpang
"aplikasinya tidak user friendly, loading nya lama, mencari jalur tercepat yg direkomendasikan malah naik grab, tidak terintegrasi antara transjakarta dan mikrotran, malah lebih ke grab, pdhl kan penggunaan transjakarta menginginkan transportasi umum",1,17,1.5,2022-11-07 23:56:56,"Halo kak just cia, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada : WhatsApp : 081260001440",2024-02-20 14:43:39,"['aplikasinya', 'tidak', 'user', 'friendly', ',', 'loading', 'nya', 'lama', ',', 'mencari', 'jalur', 'tercepat', 'yg', 'direkomendasikan', 'malah', 'naik', 'grab', ',', 'tidak', 'terintegrasi', 'antara', 'transjakarta', 'dan', 'mikrotran', ',', 'malah', 'lebih', 'ke', 'grab', ',', 'pdhl', 'kan', 'penggunaan', 'transjakarta', 'menginginkan', 'transportasi', 'umum']","['aplikasinya', 'user', 'friendly', 'loading', 'mencari', 'jalur', 'tercepat', 'direkomendasikan', 'grab', 'terintegrasi', 'transjakarta', 'mikrotran', 'grab', 'pdhl', 'penggunaan', 'transjakarta', 'transportasi']","['aplikasi', 'user', 'friendly', 'loading', 'cari', 'jalur', 'cepat', 'rekomendasi', 'grab', 'integrasi', 'transjakarta', 'mikrotran', 'grab', 'pdhl', 'guna', 'transjakarta', 'transportasi']",aplikasi user friendly loading cari jalur cepat rekomendasi grab integrasi transjakarta mikrotran grab pdhl guna transjakarta transportasi
"tolong di sederhanakan aplikasi, kalo untuk busway, untuk kereta di pisah, jadi beli tiket gak kepake",1,0,1.5,2022-11-06 05:48:27,"Halo kak saeul maarif terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-06 15:06:21,"['tolong', 'di', 'sederhanakan', 'aplikasi', ',', 'kalo', 'untuk', 'busway', ',', 'untuk', 'kereta', 'di', 'pisah', ',', 'jadi', 'beli', 'tiket', 'gak', 'kepake']","['tolong', 'sederhanakan', 'aplikasi', 'busway', 'kereta', 'pisah', 'beli', 'tiket', 'kepake']","['tolong', 'sederhana', 'aplikasi', 'busway', 'kereta', 'pisah', 'beli', 'tiket', 'kepake']",tolong sederhana aplikasi busway kereta pisah beli tiket kepake
wedus,1,0,1.5,2022-11-05 14:55:58,"Halo kak Muhammad Habibi Mulyadi terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-19 13:22:04,['wedus'],['wedus'],['wedus'],wedus
aplikasi bafukk gagunaaa !! udah di aktivasii tetep aja kaga dapet tarif integrasiii !!! saldo kepotong cuma cuma,1,2,1.5,2022-11-04 16:09:34,"Halo kak Khayla Lestari terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-17 15:09:59,"['aplikasi', 'bafukk', 'gagunaaa', '!', '!', 'udah', 'di', 'aktivasii', 'tetep', 'aja', 'kaga', 'dapet', 'tarif', 'integrasiii', '!', '!', '!', 'saldo', 'kepotong', 'cuma', 'cuma']","['aplikasi', 'bafukk', 'gagunaaa', '!', '!', 'aktivasii', 'tetep', 'kaga', 'dapet', 'tarif', 'integrasiii', '!', '!', '!', 'saldo', 'kepotong']","['aplikasi', 'bafukk', 'gagunaaa', '', '', 'aktivasii', 'tetep', 'kaga', 'dapet', 'tarif', 'integrasiii', '', '', '', 'saldo', 'potong']",aplikasi bafukk gagunaaa   aktivasii tetep kaga dapet tarif integrasiii    saldo potong
sering gagal login & penjabaran rute/terminal yg akan dituju kurang spesifik untuk awam lokasi.,3,0,1.5,2022-11-04 15:00:41,,,"['sering', 'gagal', 'login', '&', 'penjabaran', 'rute/terminal', 'yg', 'akan', 'dituju', 'kurang', 'spesifik', 'untuk', 'awam', 'lokasi', '.']","['gagal', 'login', '&', 'penjabaran', 'rute/terminal', 'dituju', 'spesifik', 'awam', 'lokasi']","['gagal', 'login', '', 'jabar', 'rute terminal', 'tuju', 'spesifik', 'awam', 'lokasi']",gagal login  jabar rute terminal tuju spesifik awam lokasi
"aplikasi gak guna, pencarian rute yang di sarankan seenaknya aja gk relevan malah muter2 jadi harus nyari berkali-kali, pembayaran eror kalo emang gk bisa transaksi jangan di adain menu bayar sekarang donk tutup aja ini aplikasinya kalo emang belum bisa dipake secara maksimal, buang2 waktu transaksi taunya gagal👎",1,1,,2022-11-02 23:43:33,"Halo kak A Ginanjar, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada : WhatsApp : 081260001440",2024-02-28 14:42:49,"['aplikasi', 'gak', 'guna', ',', 'pencarian', 'rute', 'yang', 'di', 'sarankan', 'seenaknya', 'aja', 'gk', 'relevan', 'malah', 'muter2', 'jadi', 'harus', 'nyari', 'berkali-kali', ',', 'pembayaran', 'eror', 'kalo', 'emang', 'gk', 'bisa', 'transaksi', 'jangan', 'di', 'adain', 'menu', 'bayar', 'sekarang', 'donk', 'tutup', 'aja', 'ini', 'aplikasinya', 'kalo', 'emang', 'belum', 'bisa', 'dipake', 'secara', 'maksimal', ',', 'buang2', 'waktu', 'transaksi', 'taunya', 'gagal👎']","['aplikasi', 'pencarian', 'rute', 'sarankan', 'relevan', 'muter2', 'nyari', 'pembayaran', 'eror', 'emang', 'transaksi', 'adain', 'menu', 'bayar', 'donk', 'tutup', 'aplikasinya', 'emang', 'dipake', 'maksimal', 'buang2', 'transaksi', 'taunya', 'gagal👎']","['aplikasi', 'cari', 'rute', 'saran', 'relevan', 'muter2', 'nyari', 'bayar', 'eror', 'emang', 'transaksi', 'adain', 'menu', 'bayar', 'donk', 'tutup', 'aplikasi', 'emang', 'dipake', 'maksimal', 'buang2', 'transaksi', 'tau', 'gagal']",aplikasi cari rute saran relevan muter2 nyari bayar eror emang transaksi adain menu bayar donk tutup aplikasi emang dipake maksimal buang2 transaksi tau gagal
mantap,5,0,1.5,2022-11-02 07:19:36,,,['mantap'],['mantap'],['mantap'],mantap
"aplikasi tolol,masa masukin no hp aja gk bisa,mana gw udah bikin email baru juga tetap gk bisa masukin no hp bahkan udah 2 no hp yg berbeda",1,1,1.5,2022-11-02 03:14:40,"Halo kak Jacky Tand terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-04-07 14:51:21,"['aplikasi', 'tolol', ',', 'masa', 'masukin', 'no', 'hp', 'aja', 'gk', 'bisa', ',', 'mana', 'gw', 'udah', 'bikin', 'email', 'baru', 'juga', 'tetap', 'gk', 'bisa', 'masukin', 'no', 'hp', 'bahkan', 'udah', '2', 'no', 'hp', 'yg', 'berbeda']","['aplikasi', 'tolol', 'masukin', 'no', 'hp', 'bikin', 'email', 'masukin', 'no', 'hp', 'no', 'hp', 'berbeda']","['aplikasi', 'tolol', 'masukin', 'no', 'hp', 'bikin', 'email', 'masukin', 'no', 'hp', 'no', 'hp', 'beda']",aplikasi tolol masukin no hp bikin email masukin no hp no hp beda
membantu bertransportasi di jakarta,5,0,1.5,2022-10-29 08:55:14,,,"['membantu', 'bertransportasi', 'di', 'jakarta']","['membantu', 'bertransportasi', 'jakarta']","['bantu', 'transportasi', 'jakarta']",bantu transportasi jakarta
"cmn mw ngecek jadwal bus di halte asean menguji kesabaran bgt karna datanya null mlu. udh reset gps msh gak ngaruh, pas cek di halte lain pada bisa. hadeeh",1,1,1.5,2022-10-28 14:33:57,"Halo Kak Hani Kazuha, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-01 15:09:33,"['cmn', 'mw', 'ngecek', 'jadwal', 'bus', 'di', 'halte', 'asean', 'menguji', 'kesabaran', 'bgt', 'karna', 'datanya', 'null', 'mlu', '.', 'udh', 'reset', 'gps', 'msh', 'gak', 'ngaruh', ',', 'pas', 'cek', 'di', 'halte', 'lain', 'pada', 'bisa', '.', 'hadeeh']","['cmn', 'mw', 'ngecek', 'jadwal', 'bus', 'halte', 'asean', 'menguji', 'kesabaran', 'karna', 'datanya', 'null', 'mlu', 'reset', 'gps', 'msh', 'ngaruh', 'pas', 'cek', 'halte', 'hadeeh']","['cmn', 'mw', 'ngecek', 'jadwal', 'bus', 'halte', 'asean', 'uji', 'sabar', 'karna', 'data', 'null', 'mlu', 'reset', 'gps', 'msh', 'ngaruh', 'pas', 'cek', 'halte', 'hadeeh']",cmn mw ngecek jadwal bus halte asean uji sabar karna data null mlu reset gps msh ngaruh pas cek halte hadeeh
kecewa,1,0,,2022-10-26 05:20:14,"Halo Kak Yusup Supriadi, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-03 12:41:31,['kecewa'],['kecewa'],['kecewa'],kecewa
kenapa pembaharuan malah bikin kacau dan merugikan pelanggan transjakarta???,1,0,,2022-10-24 13:00:36,"Halo Kak Suryani, terima kasih telah menggunakan Aplikasi JakLingko. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi layanan kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-09 15:17:42,"['kenapa', 'pembaharuan', 'malah', 'bikin', 'kacau', 'dan', 'merugikan', 'pelanggan', 'transjakarta', '?', '?', '?']","['pembaharuan', 'bikin', 'kacau', 'merugikan', 'pelanggan', 'transjakarta', '?', '?', '?']","['baharu', 'bikin', 'kacau', 'rugi', 'langgan', 'transjakarta', '', '', '']",baharu bikin kacau rugi langgan transjakarta   
gw benci bngt sma supir angkot jek lingko nya bawa mobil nya gda aturan masa polisi tidur gede gtu aja di hajar sampe2 penumpang nya loncat kan kya gtu bikin membahayakan penumpang coba klo ada ibu2 hamil apa yg terjdi . kya supir tembak dan supir gda pendidikan nya ..... skrg mah gw males naek angkot jek lingko mendingan naek angkot biasa tau aturan . apa lgi skrg udh mulai ribet bnyk aturan nya .....,1,0,1.5,2022-10-21 09:04:11,"Halo kak alsa Kira, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada: Call center: 021-30200111 WhatsApp :081260001440",2024-03-02 15:32:59,"['gw', 'benci', 'bngt', 'sma', 'supir', 'angkot', 'jek', 'lingko', 'nya', 'bawa', 'mobil', 'nya', 'gda', 'aturan', 'masa', 'polisi', 'tidur', 'gede', 'gtu', 'aja', 'di', 'hajar', 'sampe2', 'penumpang', 'nya', 'loncat', 'kan', 'kya', 'gtu', 'bikin', 'membahayakan', 'penumpang', 'coba', 'klo', 'ada', 'ibu2', 'hamil', 'apa', 'yg', 'terjdi', '.', 'kya', 'supir', 'tembak', 'dan', 'supir', 'gda', 'pendidikan', 'nya', '.....', 'skrg', 'mah', 'gw', 'males', 'naek', 'angkot', 'jek', 'lingko', 'mendingan', 'naek', 'angkot', 'biasa', 'tau', 'aturan', '.', 'apa', 'lgi', 'skrg', 'udh', 'mulai', 'ribet', 'bnyk', 'aturan', 'nya', '.....']","['benci', 'bngt', 'sma', 'supir', 'angkot', 'jek', 'lingko', 'bawa', 'mobil', 'gda', 'aturan', 'polisi', 'tidur', 'gede', 'gtu', 'hajar', 'sampe2', 'penumpang', 'loncat', 'kya', 'gtu', 'bikin', 'membahayakan', 'penumpang', 'coba', 'klo', 'ibu2', 'hamil', 'terjdi', 'kya', 'supir', 'tembak', 'supir', 'gda', 'pendidikan', '.....', 'skrg', 'mah', 'males', 'naek', 'angkot', 'jek', 'lingko', 'mendingan', 'naek', 'angkot', 'tau', 'aturan', 'lgi', 'skrg', 'ribet', 'bnyk', 'aturan', '.....']","['benci', 'bngt', 'sma', 'supir', 'angkot', 'jek', 'lingko', 'bawa', 'mobil', 'gda', 'atur', 'polisi', 'tidur', 'gede', 'gtu', 'hajar', 'sampe2', 'tumpang', 'loncat', 'kya', 'gtu', 'bikin', 'bahaya', 'tumpang', 'coba', 'klo', 'ibu2', 'hamil', 'terjdi', 'kya', 'supir', 'tembak', 'supir', 'gda', 'didik', '', 'skrg', 'mah', 'males', 'naek', 'angkot', 'jek', 'lingko', 'mending', 'naek', 'angkot', 'tau', 'atur', 'lgi', 'skrg', 'ribet', 'bnyk', 'atur', '']",benci bngt sma supir angkot jek lingko bawa mobil gda atur polisi tidur gede gtu hajar sampe2 tumpang loncat kya gtu bikin bahaya tumpang coba klo ibu2 hamil terjdi kya supir tembak supir gda didik  skrg mah males naek angkot jek lingko mending naek angkot tau atur lgi skrg ribet bnyk atur 
